0	92.4259	-0.00381649	-0.0796699	-0.019072	3779.62	354.734	-73.4501	0.1	0.0130215
1	92.4259	-0.0322979	-0.249461	-0.01089	3250.59	-674.28	-18.3347	0.1	0.0130215
2	92.4259	0.067577	-0.810356	-0.00684857	2190.86	199.053	3.86061	0.1	0.0130215
3	92.4259	-0.152755	0.276704	-0.00270386	-2695.14	-1345.02	105.946	0.1	0.0130215
4	92.4259	-0.216623	0.150557	-0.00275497	-1811.89	-2595.57	85.8591	0.1	0.0130215
5	92.4259	-0.147136	0.222505	-0.00634604	-2700.31	-1672.89	77.1344	0.1	0.0130215
6	92.4259	0.306087	-0.0953707	0.00054291	938.339	2899.57	13.7498	0.1	0.0130215
7	92.4259	0.375745	0.0819952	-0.0157416	-650.625	2832.53	-19.6596	0.1	0.0130215
8	92.4259	0.188614	0.100585	0.00672754	-1949.62	2798.67	31.1294	0.1	0.0130215
9	92.4259	0.187356	0.0129941	-0.0126593	-635.894	3476.4	45.727	0.1	0.0130215
10	92.4259	0.00573873	0.00370372	0.00378552	2439.98	810.04	1674.82	0.1	0.0130215
11	92.4259	-0.0224956	0.00414837	0.0118186	-1195.63	2247.82	-3401.82	0.1	0.0130215
12	92.4259	0.0416529	-0.00964731	0.0264767	942.271	1099.69	-1980.74	0.1	0.0130215
13	92.4259	-0.0858047	-0.0563744	-0.0370489	1235.39	927.373	683.796	0.1	0.0130215
14	92.4259	-0.105965	0.0028488	-0.0208881	-1312.85	3167.22	-47.8799	0.1	0.0130215
15	92.4259	-0.0521729	-0.00051245	-0.0172573	-2049.56	3454.6	3320.98	0.1	0.0130215
16	92.4259	-0.0744104	-0.0542217	0.194509	1408.78	-3403.21	-904.762	0.1	0.0130215
17	92.4259	-0.00147001	-0.00428272	-0.011606	228.941	-3547.96	-2304.51	0.1	0.0130215
18	92.4259	-0.374233	0.307983	-0.762854	407.741	606.27	-713.69	0.1	0.0130215
19	92.4259	-0.00201666	0.0035617	-0.0191706	-1126.2	-746.978	10.3135	0.1	0.0130215
20	92.4259	-0.88645	-0.417425	-0.316186	84.0451	-1279.77	-239.155	0.1	0.0130215
21	92.4259	-0.017843	0.027741	-0.00454603	167.214	-2908.63	2790.7	0.1	0.0130215
22	92.4259	-0.874924	-0.136411	0.209164	-1003.93	92.3369	818.652	0.1	0.0130215
23	92.4259	-0.202099	-0.155854	-0.00322557	1292.55	1880.61	2972.98	0.1	0.0130215
24	92.4259	0.0547409	-0.116694	-0.0178097	-1012.61	-1667.22	485.185	0.1	0.0130215
25	92.4259	0.0288344	0.0251504	-0.037282	1934.61	1505.44	628.607	0.1	0.0130215
26	92.4259	0.0186043	0.0121078	-0.0717393	4276.37	-732.775	-2120.61	0.1	0.0130215
27	92.4259	-0.00705009	-0.0190655	0.0179712	537.911	1234.7	2966.14	0.1	0.0130215
28	92.4259	-0.0892687	-0.0520328	0.0721299	3128.31	-2808.51	-879.139	0.1	0.0130215
29	92.4259	0.124951	-0.192895	-0.118692	-1841.08	499.288	1485.88	0.1	0.0130215
30	92.4259	0.00205994	-0.0147626	-0.0490292	-2838.04	2163.52	-920.969	0.1	0.0130215
31	92.4259	-0.556376	-1.08665	-0.809338	-320.032	341.647	135.128	0.1	0.0130215
32	92.4259	-0.124754	-0.684501	2.06772	199.183	1568.36	-1069.8	0.1	0.0130215
33	92.4259	-0.467069	-0.674818	0.448793	-649.881	992.525	-941.431	0.1	0.0130215
34	92.4259	-0.0163106	0.0192249	0.471549	1154.23	-475.396	-1849.99	0.1	0.0130215
35	92.4259	-0.0511982	0.00490439	-0.0569029	3009.68	-587.984	1053.15	0.1	0.0130215
36	92.4259	-0.0668845	0.00525064	0.0253117	816.275	224.647	1290.72	0.1	0.0130215
37	92.4259	-0.0642506	-0.0624635	0.0273203	451.477	3165.61	-3863.2	0.1	0.0130215
38	92.4259	-0.374138	-0.159299	0.451253	1067.73	-1877.83	-1039.8	0.1	0.0130215
39	92.4259	0.0346598	0.0349348	0.0818913	2170.27	4006.56	-211.034	0.1	0.0130215
40	92.4259	-0.0844492	2.93207	-0.350466	-1344.23	133.008	-124.773	0.1	0.0130215
41	92.4259	0.0673778	0.0163998	0.0272681	1868.34	-593.653	5878.06	0.1	0.0130215
42	92.4259	0.0357471	-0.147172	-0.0133641	1615.87	369.482	3134.79	0.1	0.0130215
43	92.4259	0.0323867	0.037773	0.084203	-689.017	-198.412	-195.458	0.1	0.0130215
44	92.4259	-0.00317443	0.0693453	0.0147455	-2549.43	-1014.75	-4236.73	0.1	0.0130215
45	92.4259	-0.699455	1.363	-0.221098	-175.289	-1158.93	-124.118	0.1	0.0130215
46	92.4259	0.240836	0.0645592	-0.134936	853.995	-350.237	2109.45	0.1	0.0130215
47	92.4259	0.0773658	0.0519499	0.0307867	1509.25	-3410.43	-295.601	0.1	0.0130215
48	92.4259	-0.0279666	0.128663	0.178277	1156.41	-2930.54	644.292	0.1	0.0130215
49	92.4259	0.218284	-0.159963	0.219035	-2148.7	1088.94	740.651	0.1	0.0130215
50	92.4259	0.0001292	0.0205762	-0.023304	-3087.44	1965.34	4348.17	0.1	0.0130215
51	92.4259	-0.16961	1.03327	0.0548888	-431.021	488.09	602.626	0.1	0.0130215
52	92.4259	-0.0143853	-0.0703683	-0.0835814	766.166	-3655.96	674.434	0.1	0.0130215
53	92.4259	0.00115001	-0.105941	0.213477	1091.69	-189.461	-738.898	0.1	0.0130215
54	92.4259	0.170563	-0.172388	0.0285179	-176.528	370.276	1172.03	0.1	0.0130215
55	92.4259	0.0123468	-0.0631627	-0.0209512	2227.08	-1700.39	-1022.22	0.1	0.0130215
56	92.4259	-0.0512324	-0.0891371	0.298664	1560.66	-399.516	-1940.87	0.1	0.0130215
57	92.4259	-0.237088	0.0625749	-0.319779	-945.991	1151.33	-2313.21	0.1	0.0130215
58	92.4259	-0.0313872	0.841103	0.429721	51.8831	-700.899	2299.49	0.1	0.0130215
59	92.4259	-0.0380458	0.0323767	0.034636	-180.657	-689.928	-1728.9	0.1	0.0130215
60	92.4259	-0.0484332	0.0798594	-0.0320995	1954.96	-4206.26	148.946	0.1	0.0130215
61	92.4259	0.0170671	0.01298	-0.0422899	-1546.08	-1228.41	-756.785	0.1	0.0130215
62	92.4259	0.226156	-0.180954	0.0252381	-1144.33	-52.7891	-602.508	0.1	0.0130215
63	92.4259	0.00060648	0.00704122	0.0219076	-600.881	-1527.82	1125.71	0.1	0.0130215
64	92.4259	0.0179662	-0.0390984	0.00580658	-2491.7	-2380.52	-1799.88	0.1	0.0130215
